Symbol,Company Name,Market Cap,Div. ($),Div. Yield,Payout Ratio,Div. Growth,Payout Freq.,Div. Gr. Years,Div. Years,Div. Growth 3Y,Div. Growth 5Y
IONR,ioneer Ltd,337.73M,0,-,-,-,-,-,1,-,-
AVNW,"Aviat Networks, Inc.",337.65M,0,-,-,-,-,-,1,-,-
AVBH,"Avidbank Holdings, Inc.",336.54M,0,-,-,-,-,-,1,-,-
ARTC,Art Technology Acquisition Corp.,336.49M,0,-,-,-,-,-,1,-,-
ELA,Envela Corporation,336.49M,0,-,-,-,-,-,1,-,-
SBXE,SilverBox Corp V,336.26M,0,-,-,-,-,-,1,-,-
YRD,Yiren Digital Ltd.,336.12M,0.44,11.31%,19.75%,135.29%,Semi-Annual,1,2,33.01%,18.66%
ONTF,"ON24, Inc.",335.88M,0,-,-,-,-,-,-,-,-
NREF,"NexPoint Real Estate Finance, Inc.",335.71M,2.00,13.56%,65.03%,-,Quarterly,-,6,-2.91%,3.61%
FNLC,"The First Bancorp, Inc.",334.99M,1.48,4.96%,47.88%,2.80%,Quarterly,7,28,2.63%,3.46%
MLP,"Maui Land & Pineapple Company, Inc.",334.82M,0,-,-,-,-,-,-,-,-
BLUW,Blue Water Acquisition Corp. III,334.69M,0,-,-,-,-,-,1,-,-
ALDX,"Aldeyra Therapeutics, Inc.",334.51M,0,-,-,-,-,-,1,-,-
HYAC,Haymaker Acquisition Corp. 4,334.06M,0,-,-,-,-,-,-,-,-
PKBK,"Parke Bancorp, Inc.",333.49M,0.72,2.51%,22.78%,-,Quarterly,-,13,0.94%,2.38%
DDD,3D Systems Corporation,333.01M,0,-,-,-,-,-,1,-,-
RM,Regional Management Corp.,331.91M,1.20,3.45%,26.97%,-,Quarterly,-,7,-,-
RTAC,Renatus Tactical Acquisition Corp I,331.87M,0,-,-,-,-,-,1,-,-
WSBF,"Waterstone Financial, Inc.",331.36M,0.60,3.40%,40.54%,-,Quarterly,-,13,-9.14%,-8.59%
MTLS,Materialise NV,331.33M,0,-,-,-,-,-,1,-,-
PCB,PCB Bancorp,330.82M,0.88,3.75%,31.78%,10.81%,Quarterly,7,11,10.97%,15.44%
LWAY,"Lifeway Foods, Inc.",330.62M,0,-,-,-,-,-,-,-,-
BNR,Burning Rock Biotech Limited,330.43M,0,-,-,-,-,-,1,-,-
BCML,BayCom Corp,329.94M,1.20,3.93%,41.33%,100.00%,Quarterly,4,4,53.26%,-
BEAG,Bold Eagle Acquisition Corp.,329.78M,0,-,-,-,-,-,1,-,-
SIMA,SIM Acquisition Corp. I,329.67M,0,-,-,-,-,-,1,-,-
SMRT,"SmartRent, Inc.",329.21M,0,-,-,-,-,-,1,-,-
SOPH,SOPHiA GENETICS SA,328.72M,0,-,-,-,-,-,-,-,-
SENS,"Senseonics Holdings, Inc.",328.50M,0,-,-,-,-,-,1,-,-
TVA,Texas Ventures Acquisition III Corp,328.20M,0,-,-,-,-,-,1,-,-
BYRN,Byrna Technologies Inc.,327.60M,0,-,-,-,-,-,1,-,-
CUB,Lionheart Holdings,327.52M,0,-,-,-,-,-,1,-,-
PDYN,Palladyne AI Corp.,327.27M,0,-,-,-,-,-,-,-,-
BBCP,"Concrete Pumping Holdings, Inc.",327.00M,0,-,-,-,-,1,1,-,-
SVAC,Spring Valley Acquisition Corp. III,326.60M,0,-,-,-,-,-,1,-,-
NCMI,"National CineMedia, Inc.",326.53M,0.12,3.45%,-,-,Quarterly,-,1,58.74%,-45.94%
GLDG,GoldMining Inc.,326.09M,0,-,-,-,-,-,1,-,-
FSTR,L.B. Foster Company,326.03M,0,-,-,-,-,-,-,-,-
SORN,Soren Acquisition Corp.,326.01M,0,-,-,-,-,-,1,-,-
MBI,MBIA Inc.,324.17M,0,-,-,-,-,-,-,-,-
MLAC,Mountain Lake Acquisition Corp.,324.03M,0,-,-,-,-,-,1,-,-
QUAD,"Quad/Graphics, Inc.",323.61M,0.30,4.72%,71.39%,50.00%,Quarterly,2,2,81.71%,43.10%
BGIN,Bgin Blockchain Limited,323.57M,0,-,-,-,-,-,1,-,-
XRPN,Armada Acquisition Corp. II,323.48M,0,-,-,-,-,-,1,-,-
AVIR,"Atea Pharmaceuticals, Inc.",323.44M,0,-,-,-,-,-,1,-,-
ATII,Archimedes Tech SPAC Partners II Co.,323.42M,0,-,-,-,-,-,1,-,-
CEPV,"Cantor Equity Partners V, Inc.",322.99M,0,-,-,-,-,-,1,-,-
AMCX,AMC Networks Inc.,322.97M,0,-,-,-,-,-,-,-,-
PCAP,ProCap Acquisition Corp,322.50M,0,-,-,-,-,-,1,-,-
ZEPP,Zepp Health Corporation,322.29M,0,-,-,-,-,-,-,-,-
FERA,Fifth Era Acquisition Corp I,322.05M,0,-,-,-,-,-,1,-,-
LOCO,"El Pollo Loco Holdings, Inc.",321.87M,0,-,-,-,-,-,-,-,-
SSP,The E.W. Scripps Company,321.46M,0,-,-,-,-,-,-,-,-
SZZL,Sizzle Acquisition Corp. II,321.42M,0,-,-,-,-,-,1,-,-
TRON,Tron Inc.,321.39M,0,-,-,-,-,-,1,-,-
VMD,"Viemed Healthcare, Inc.",321.25M,0,-,-,-,-,-,1,-,-
DRDB,Roman DBDR Acquisition Corp. II,321.08M,0,-,-,-,-,-,1,-,-
PEPG,PepGen Inc.,321.05M,0,-,-,-,-,-,-,-,-
CVEO,Civeo Corporation,321.04M,0.25,0.90%,-,33.33%,-,-,3,58.74%,31.95%
EVOX,Evolution Global Acquisition Corp,320.96M,0,-,-,-,-,-,1,-,-
RLGT,"Radiant Logistics, Inc.",320.72M,0,-,-,-,-,-,-,-,-
PMTR,Perimeter Acquisition Corp. I,320.59M,0,-,-,-,-,-,1,-,-
ATGL,Alpha Technology Group Limited,320.52M,0,-,-,-,-,-,1,-,-
PACH,Pioneer Acquisition I Corp,320.36M,0,-,-,-,-,-,1,-,-
CARL,"Carlsmed, Inc.",320.34M,0,-,-,-,-,-,1,-,-
OBA,Oxley Bridge Acquisition Limited,320.05M,0,-,-,-,-,-,1,-,-
IMRX,Immuneering Corporation,319.62M,0,-,-,-,-,-,1,-,-
OOMA,"Ooma, Inc.",319.27M,0,-,-,-,-,-,1,-,-
FHTX,Foghorn Therapeutics Inc.,319.27M,0,-,-,-,-,-,1,-,-
OIM,Oneim Acquisition Corp.,318.43M,0,-,-,-,-,-,1,-,-
CRAQ,Cal Redwood Acquisition Corp.,318.27M,0,-,-,-,-,-,1,-,-
PINE,"Alpine Income Property Trust, Inc.",318.26M,1.20,6.15%,-,3.13%,Quarterly,7,8,1.79%,6.08%
MEI,"Methode Electronics, Inc.",317.97M,0.20,2.23%,-,-44.64%,Quarterly,-,45,-17.89%,-6.76%
KOYN,"CSLM Digital Asset Acquisition Corp III, Ltd",317.16M,0,-,-,-,-,-,1,-,-
CADL,"Candel Therapeutics, Inc.",316.76M,0,-,-,-,-,-,1,-,-
RWAY,Runway Growth Finance Corp.,316.53M,1.40,15.98%,94.42%,-21.79%,Quarterly,-,5,-0.93%,-
AIRO,"AIRO Group Holdings, Inc.",316.17M,0,-,-,-,-,-,-,-,-
PLTS,Platinum Analytics Cayman Limited,316.03M,0,-,-,-,-,-,1,-,-
NVEC,NVE Corporation,315.77M,4.00,6.13%,136.99%,-,Quarterly,-,12,-,-
PNRG,PrimeEnergy Resources Corporation,315.51M,0,-,-,-,-,-,1,-,-
HELP,Cybin Inc.,315.39M,0,-,-,-,-,-,-,-,-
HDSN,"Hudson Technologies, Inc.",315.21M,0,-,-,-,-,-,1,-,-
EXOD,"Exodus Movement, Inc.",314.52M,0,-,-,-,-,-,-,-,-
CANG,Cango Inc.,314.29M,0,-,-,-,-,-,-,-,-
CZFS,"Citizens Financial Services, Inc.",314.21M,2.00,3.06%,26.05%,2.55%,Quarterly,4,33,2.13%,2.54%
MTRX,Matrix Service Company,314.19M,0,-,-,-,-,-,-,-,-
ALCO,"Alico, Inc.",314.15M,0.20,0.49%,-,-,Quarterly,-,22,-43.35%,-18.02%
SAC,Safeguard Acquisition Corp.,314.14M,0,-,-,-,-,-,1,-,-
SGHT,"Sight Sciences, Inc.",314.06M,0,-,-,-,-,-,1,-,-
NGEN,NervGen Pharma Corp.,313.93M,0,-,-,-,-,-,1,-,-
ALDF,Aldel Financial II Inc.,313.91M,0,-,-,-,-,-,-,-,-
POLE,Andretti Acquisition Corp. II,312.81M,0,-,-,-,-,-,1,-,-
GCO,Genesco Inc.,312.77M,0,-,-,-,-,-,-,-,-
RNGT,Range Capital Acquisition Corp II,312.64M,0,-,-,-,-,-,1,-,-
RC,Ready Capital Corporation,312.44M,0.04,2.08%,-,-65.00%,Quarterly,-,10,-38.31%,-20.34%
VCIC,Vine Hill Capital Investment Corp.,312.11M,0,-,-,-,-,-,1,-,-
CHAC,Crane Harbor Acquisition Corp.,312.02M,0,-,-,-,-,-,-,-,-
RAC,Rithm Acquisition Corp.,311.75M,0,-,-,-,-,-,-,-,-
CHMG,Chemung Financial Corporation,311.63M,1.36,2.09%,41.98%,6.45%,Quarterly,1,52,2.11%,4.88%
VERI,"Veritone, Inc.",311.22M,0,-,-,-,-,-,1,-,-
JACS,Jackson Acquisition Company II,310.99M,0,-,-,-,-,-,-,-,-
XFOR,"X4 Pharmaceuticals, Inc.",310.40M,0,-,-,-,-,-,1,-,-
TSBK,"Timberland Bancorp, Inc.",309.93M,1.16,2.95%,28.31%,11.22%,Quarterly,2,14,3.26%,3.68%
TG,Tredegar Corporation,309.64M,0,-,-,-,-,-,-,0.65%,-39.56%
OWLT,"Owlet, Inc.",309.45M,0,-,-,-,-,-,1,-,-
PLG,Platinum Group Metals Ltd.,309.10M,0,-,-,-,-,-,1,-,-
AEAQ,Activate Energy Acquisition Corp.,309.08M,0,-,-,-,-,-,1,-,-
JRVR,"James River Group Holdings, Inc.",308.89M,0.04,0.60%,-,-75.00%,Quarterly,-,11,-41.52%,-49.35%
RLMD,"Relmada Therapeutics, Inc.",308.00M,0,-,-,-,-,-,1,-,-
ACIU,AC Immune SA,307.71M,0,-,-,-,-,-,1,-,-
GRAF,Graf Global Corp.,307.63M,0,-,-,-,-,-,1,-,-
FSBW,"FS Bancorp, Inc.",307.29M,1.16,2.80%,31.47%,25.00%,Quarterly,13,14,12.43%,24.85%
AMRN,Amarin Corporation plc,306.69M,0,-,-,-,-,-,1,-,-
LPAA,Launch One Acquisition Corp.,306.19M,0,-,-,-,-,-,1,-,-
VHCP,Vine Hill Capital Investment Corp. II,305.75M,0,-,-,-,-,-,1,-,-
ITHA,ITHAX Acquisition Corp III,305.13M,0,-,-,-,-,-,1,-,-
OPTX,"Syntec Optics Holdings, Inc.",304.96M,0,-,-,-,-,-,1,-,-
PUBM,"PubMatic, Inc.",304.95M,0,-,-,-,-,-,1,-,-
FLXS,"Flexsteel Industries, Inc.",304.69M,0.80,1.40%,21.01%,20.31%,Quarterly,2,55,8.67%,17.08%
EVH,"Evolent Health, Inc.",304.67M,0,-,-,-,-,-,1,-,-
LPBB,Launch Two Acquisition Corp.,304.46M,0,-,-,-,-,-,1,-,-
COSO,"CoastalSouth Bancshares, Inc.",304.30M,0.20,0.79%,-,-,-,-,-,-,-
LWAC,LightWave Acquisition Corp.,303.46M,0,-,-,-,-,-,1,-,-
AFJK,"Aimei Health Technology Co., Ltd",302.41M,0,-,-,-,-,-,1,-,-
EFTY,"Etoiles Capital Group Co., Ltd",302.05M,0,-,-,-,-,-,1,-,-
PHOE,Phoenix Asia Holdings Limited,301.97M,0,-,-,-,-,-,1,-,-
BLFY,Blue Foundry Bancorp,301.66M,0,-,-,-,-,-,1,-,-
ZH,Zhihu Inc.,300.55M,0,-,-,-,-,-,1,-,-
NL,"NL Industries, Inc.",300.51M,0.57,9.27%,287.22%,-24.00%,Quarterly,-,6,-3.28%,25.93%
HRZN,Horizon Technology Finance Corporation,300.13M,1.32,20.37%,-,-3.65%,Monthly,-,17,1.30%,1.10%
JENA,Jena Acquisition Corporation II,298.73M,0,-,-,-,-,-,1,-,-
BIXI,Bitcoin Infrastructure Acquisition Corp Ltd.,298.63M,0,-,-,-,-,-,1,-,-
BNED,"Barnes & Noble Education, Inc.",297.68M,0,-,-,-,-,-,1,-,-
NVA,Nova Minerals Limited,297.40M,0,-,-,-,-,-,1,-,-
HVMC,Highview Merger Corp.,297.34M,0,-,-,-,-,-,1,-,-
AREC,American Resources Corporation,297.08M,0,-,-,-,-,-,1,-,-
JMSB,"John Marshall Bancorp, Inc.",297.07M,0.36,1.71%,26.17%,-,Annual,4,5,21.03%,-
OTGA,OTG Acquisition Corp. I,297.02M,0,-,-,-,-,-,1,-,-
SVAQ,Silicon Valley Acquisition Corp.,297.02M,0,-,-,-,-,-,1,-,-
GASS,StealthGas Inc.,296.94M,0,-,-,-,-,-,-,-,-
CIA,"Citizens, Inc.",296.75M,0,-,-,-,-,-,-,-,-
CIX,CompX International Inc.,296.74M,2.20,9.14%,140.32%,-31.25%,Quarterly,-,27,-7.17%,34.49%
EM,Smart Share Global Limited,296.72M,0,-,-,-,-,-,-,-,-
LOKV,Live Oak Acquisition Corp. V,296.41M,0,-,-,-,-,-,1,-,-
WEYS,"Weyco Group, Inc.",295.99M,1.08,3.44%,120.81%,1.32%,Quarterly,3,55,47.33%,26.18%
BKTI,BK Technologies Corporation,295.41M,0,-,-,-,-,-,-,-,8.45%
SKYX,SKYX Platforms Corp.,295.07M,0,-,-,-,-,-,1,-,-
GSRF,GSR IV Acquisition Corp.,294.65M,0,-,-,-,-,-,1,-,-
RMNI,"Rimini Street, Inc.",294.51M,0,-,-,-,-,-,-,-,-
AARD,"Aardvark Therapeutics, Inc.",293.50M,0,-,-,-,-,-,-,-,-
NLOP,Net Lease Office Properties,292.87M,19.05,96.36%,-,-,Monthly,2,2,-,-
XOMA,XOMA Royalty Corporation,292.86M,0,-,-,-,-,-,-,-,-
DEFT,DeFi Technologies Inc.,292.81M,0,-,-,-,-,-,1,-,-
BRT,BRT Apartments Corp.,292.37M,1.00,6.82%,-,-,Quarterly,-,9,-,2.59%
BMM,Blue Moon Metals Inc.,291.92M,0,-,-,-,-,-,-,-,-
PTOR,Praetorian Acquisition Corp.,291.87M,0,-,-,-,-,-,1,-,-
DAVA,Endava plc,290.63M,0,-,-,-,-,-,1,-,-
PAL,"Proficient Auto Logistics, Inc.",290.55M,0,-,-,-,-,-,-,-,-
RZLT,"Rezolute, Inc.",290.24M,0,-,-,-,-,-,1,-,-
PESI,"Perma-Fix Environmental Services, Inc.",290.17M,0,-,-,-,-,-,-,-,-
LRMR,"Larimar Therapeutics, Inc.",290.15M,0,-,-,-,-,-,1,-,-
ARQQ,Arqit Quantum Inc.,289.56M,0,-,-,-,-,-,1,-,-
FLYX,"flyExclusive, Inc.",289.45M,0,-,-,-,-,-,-,-,-
NWFL,Norwood Financial Corp.,289.12M,1.28,4.09%,41.53%,3.31%,Quarterly,28,29,3.42%,4.36%
NHIC,NewHold Investment Corp III,288.28M,0,-,-,-,-,-,1,-,-
QTRX,Quanterix Corporation,288.21M,0,-,-,-,-,-,-,-,-
AACB,Artius II Acquisition Inc.,287.27M,0,-,-,-,-,-,-,-,-
USAU,U.S. Gold Corp.,287.10M,0,-,-,-,-,-,1,-,-
ASPN,"Aspen Aerogels, Inc.",286.79M,0,-,-,-,-,-,1,-,-
VELO,"Velo3D, Inc.",286.50M,0,-,-,-,-,-,-,-,-
TBRG,"TruBridge, Inc.",286.36M,0,-,-,-,-,-,-,-,-
FVCB,"FVCBankcorp, Inc.",285.78M,0.24,1.51%,14.88%,-,Quarterly,1,2,-,-
BACC,Blue Acquisition Corp.,285.77M,0,-,-,-,-,-,-,-,-
WNEB,"Western New England Bancorp, Inc.",285.16M,0.28,1.96%,37.33%,-,Quarterly,-,25,3.85%,6.96%
FLX,BingEx Limited,284.83M,0,-,-,-,-,-,1,-,-
MPX,Marine Products Corporation,284.80M,0.56,6.93%,175.00%,-55.56%,Quarterly,-,15,2.50%,8.06%
ARMP,"Armata Pharmaceuticals, Inc.",284.70M,0,-,-,-,-,-,1,-,-
CLW,Clearwater Paper Corporation,284.68M,0,-,-,-,-,-,1,-,-
SLP,"Simulations Plus, Inc.",284.07M,0,-,-,-,-,-,-,-,-
LPCV,Launchpad Cadenza Acquisition Corp I,284.05M,0,-,-,-,-,-,1,-,-
GPAC,General Purpose Acquisition Corp.,283.43M,0,-,-,-,-,-,1,-,-
MBCN,Middlefield Banc Corp.,283.20M,0.84,2.40%,32.17%,5.00%,Quarterly,1,23,-,6.61%
ADAC,American Drive Acquisition Company,283.19M,0,-,-,-,-,-,1,-,-
ARL,"American Realty Investors, Inc.",282.66M,0,-,-,-,-,-,-,-,-
LEGT,Legato Merger Corp. III,282.50M,0,-,-,-,-,-,1,-,-
RPAY,Repay Holdings Corporation,282.33M,0,-,-,-,-,-,1,-,-
NIU,Niu Technologies,282.23M,0,-,-,-,-,-,-,-,-
IRHO,Iron Horse Acquisitions Corp. II,281.41M,0,-,-,-,-,-,1,-,-
PLYX,"Polaryx Therapeutics, Inc.",280.75M,0,-,-,-,-,-,-,-,-
ACRE,Ares Commercial Real Estate Corporation,280.62M,0.60,11.74%,-,-40.00%,Quarterly,-,14,-24.61%,-14.85%
GDEV,GDEV Inc.,280.20M,0,-,-,-,-,1,1,-,-
LFCR,"Lifecore Biomedical, Inc.",279.50M,0,-,-,-,-,-,1,-,-
ABEO,Abeona Therapeutics Inc.,278.00M,0,-,-,-,-,-,1,-,-
SAAQ,Space Asset Acquisition Corp.,277.83M,0,-,-,-,-,-,1,-,-
EVC,Entravision Communications Corporation,277.48M,0.20,6.56%,-,-,Quarterly,-,15,16.96%,14.87%
CCRN,"Cross Country Healthcare, Inc.",276.82M,0,-,-,-,-,-,1,-,-
PAII,Pyrophyte Acquisition Corp. II,276.76M,0,-,-,-,-,-,1,-,-
TVAI,Thayer Ventures Acquisition Corporation II,276.31M,0,-,-,-,-,-,1,-,-
AZ,A2Z Cust2Mate Solutions Corp.,276.24M,0,-,-,-,-,-,1,-,-
NODK,"NI Holdings, Inc.",276.12M,0,-,-,-,-,-,1,-,-
AXIN,Axiom Intelligence Acquisition Corp 1,276.05M,0,-,-,-,-,-,1,-,-
REI,"Ring Energy, Inc.",275.61M,0,-,-,-,-,-,1,-,-
CLYM,"Climb Bio, Inc.",275.49M,0,-,-,-,-,-,1,-,-
APAD,A Paradise Acquisition Corp.,275.39M,0,-,-,-,-,-,1,-,-
OVLY,Oak Valley Bancorp,275.24M,0.75,2.25%,23.44%,28.57%,Semi-Annual,12,13,29.61%,18.82%
SPOK,"Spok Holdings, Inc.",274.99M,1.25,9.36%,156.18%,-,Quarterly,-,21,-,20.11%
EOLS,"Evolus, Inc.",274.84M,0,-,-,-,-,-,1,-,-
XCBE,X3 Acquisition Corp. Ltd.,274.73M,0,-,-,-,-,-,1,-,-
CLLS,Cellectis S.A.,274.60M,0,-,-,-,-,-,1,-,-
SPMC,"Sound Point Meridian Capital, Inc.",274.38M,3.00,22.46%,824.97%,-,Monthly,2,3,-,-
EGAN,eGain Corporation,273.86M,0,-,-,-,-,-,-,-,-
FDBC,"Fidelity D & D Bancorp, Inc.",273.83M,1.72,3.62%,34.16%,6.41%,Quarterly,11,32,6.35%,7.43%
ENLV,Enlivex Therapeutics Ltd.,272.99M,0,-,-,-,-,-,1,-,-
NGNE,Neurogene Inc.,272.93M,0,-,-,-,-,-,-,-,-
NAUT,"Nautilus Biotechnology, Inc.",272.82M,0,-,-,-,-,-,1,-,-
VACI,Viking Acquisition Corp. I,272.67M,0,-,-,-,-,-,1,-,-
GORO,Gold Resource Corporation,271.92M,0,-,-,-,-,-,-,-,0.02%
TYGO,"Tigo Energy, Inc.",271.56M,0,-,-,-,-,-,1,-,-
NUAI,"New Era Energy & Digital, Inc.",271.04M,0,-,-,-,-,-,1,-,-
SBXD,SilverBox Corp IV,270.84M,0,-,-,-,-,-,1,-,-
XRX,Xerox Holdings Corporation,270.17M,0.10,4.74%,-,-80.00%,Quarterly,-,19,-41.52%,-27.52%
CAQ,Cambridge Acquisition Corp.,269.86M,0,-,-,-,-,-,1,-,-
ALMU,"Aeluma, Inc.",268.93M,0,-,-,-,-,-,1,-,-
XSLL,Xsolla SPAC 1,268.77M,0,-,-,-,-,-,1,-,-
FENC,Fennec Pharmaceuticals Inc.,268.45M,0,-,-,-,-,-,1,-,-
SI,"Shoulder Innovations, Inc.",268.44M,0,-,-,-,-,-,1,-,-
DH,Definitive Healthcare Corp.,268.43M,0,-,-,-,-,-,1,-,-
HVII,Hennessy Capital Investment Corp. VII,268.30M,0,-,-,-,-,-,1,-,-
YCY,AA Mission Acquisition Corp. II,267.55M,0,-,-,-,-,-,1,-,-
DERM,Journey Medical Corporation,267.38M,0,-,-,-,-,-,1,-,-
MINE,Mayfair Gold Corp.,267.21M,0,-,-,-,-,-,1,-,-
DNMX,Dynamix Corporation III,266.99M,0,-,-,-,-,-,1,-,-
AFRI,Forafric Global PLC,266.86M,0,-,-,-,-,-,1,-,-
CEPO,"Cantor Equity Partners I, Inc.",266.22M,0,-,-,-,-,-,1,-,-
MITT,"TPG Mortgage Investment Trust, Inc.",265.38M,0.92,11.01%,90.55%,13.33%,Quarterly,2,15,2.91%,25.78%
INV,"Innventure, Inc.",265.24M,0,-,-,-,-,-,1,-,-
OSG,"Octave Specialty Group, Inc.",264.62M,0,-,-,-,-,-,-,-,-
TSSI,"TSS, Inc.",264.51M,0,-,-,-,-,-,1,-,-
MUZE,Muzero Acquisition Corp,263.79M,0,-,-,-,-,-,1,-,-
TOI,"The Oncology Institute, Inc.",263.66M,0,-,-,-,-,-,1,-,-
TAYD,"Taylor Devices, Inc.",263.57M,0,-,-,-,-,-,-,-,-
PCYO,Pure Cycle Corporation,263.31M,0,-,-,-,-,-,1,-,-
SJT,San Juan Basin Royalty Trust,262.41M,0,-,-,-,-,-,-,-41.04%,12.80%
OACC,Oaktree Acquisition Corp. III Life Sciences,261.44M,0,-,-,-,-,-,1,-,-
VHUB,"VenHub Global, Inc.",261.40M,0,-,-,-,-,-,1,-,-
ORBS,Eightco Holdings Inc.,261.14M,0,-,-,-,-,-,1,-,-
PPIH,"Perma-Pipe International Holdings, Inc.",261.11M,0,-,-,-,-,-,1,-,-
SEG,Seaport Entertainment Group Inc.,261.07M,0,-,-,-,-,-,1,-,-
FLWS,"1-800-FLOWERS.COM, Inc.",260.75M,0,-,-,-,-,-,1,-,-
DSX,Diana Shipping Inc.,260.42M,0.04,1.70%,26.59%,-82.98%,Quarterly,-,5,-63.90%,-16.74%
AVTX,"Avalo Therapeutics, Inc.",259.36M,0,-,-,-,-,-,-,-,-
MRAM,"Everspin Technologies, Inc.",258.74M,0,-,-,-,-,-,1,-,-
XWIN,XMax Inc.,258.43M,0,-,-,-,-,-,-,-,-
OABI,"OmniAb, Inc.",258.40M,0,-,-,-,-,-,1,-,-
LMNR,Limoneira Company,258.20M,0.30,2.11%,-,-,Quarterly,-,18,-,-
GWRS,"Global Water Resources, Inc.",257.31M,0.30,3.40%,180.38%,0.75%,Monthly,10,11,0.95%,0.97%
CFFI,C&F Financial Corporation,256.95M,1.84,2.32%,22.07%,4.55%,Quarterly,1,28,3.08%,3.90%
FXNC,First National Corporation,256.77M,0.68,2.39%,32.40%,4.96%,Quarterly,11,12,3.67%,7.13%
PALI,"Palisade Bio, Inc.",256.29M,0,-,-,-,-,-,1,-,-
HBB,Hamilton Beach Brands Holding Company,255.96M,0.48,2.52%,20.32%,4.40%,Quarterly,9,9,4.19%,4.84%
AGL,"agilon health, inc.",255.26M,0,-,-,-,-,-,1,-,-
HCAC,Hall Chadwick Acquisition Corp.,255.26M,0,-,-,-,-,-,1,-,-
FACT,FACT II Acquisition Corp,255.13M,0,-,-,-,-,-,1,-,-
PLMK,Plum Acquisition Corp. IV,254.93M,0,-,-,-,-,-,-,-,-
PAMT,PAMT CORP,254.67M,0,-,-,-,-,-,-,-,-
FBLA,"FB Bancorp, Inc.",254.12M,0,-,-,-,-,-,1,-,-
FUNC,First United Corporation,253.77M,1.04,2.67%,24.99%,14.29%,Quarterly,8,9,15.07%,13.05%
SNBR,Sleep Number Corporation,253.42M,0,-,-,-,-,-,1,-,-
NTWO,Newbury Street II Acquisition Corp,253.10M,0,-,-,-,-,-,1,-,-
VNME,Vendome Acquisition Corporation I,253.00M,0,-,-,-,-,-,1,-,-
XPER,Xperi Inc.,252.99M,0,-,-,-,-,-,1,-,-
HERE,Here Group Limited,252.89M,0,-,-,-,-,1,1,-,-
MYFW,"First Western Financial, Inc.",252.87M,0,-,-,-,-,-,1,-,-
REFI,"Chicago Atlantic Real Estate Finance, Inc.",252.54M,2.06,17.20%,110.95%,-8.74%,Quarterly,-,5,-4.67%,-
JILL,"J.Jill, Inc.",251.82M,0.32,1.92%,14.59%,52.38%,Quarterly,1,2,65.97%,35.52%
TWIN,"Twin Disc, Incorporated",251.23M,0.16,0.92%,10.39%,-,Quarterly,-,4,58.74%,31.95%
STTK,"Shattuck Labs, Inc.",251.22M,0,-,-,-,-,-,1,-,-
LAW,"CS Disco, Inc.",251.22M,0,-,-,-,-,-,1,-,-
LTRX,"Lantronix, Inc.",250.85M,0,-,-,-,-,-,-,-,-
III,"Information Services Group, Inc.",249.96M,0.18,3.45%,94.60%,-,Quarterly,-,5,4.00%,43.10%
SRI,"Stoneridge, Inc.",249.91M,0,-,-,-,-,-,1,-,-
MASS,908 Devices Inc.,249.37M,0,-,-,-,-,-,1,-,-
CHRS,"Coherus Oncology, Inc.",248.99M,0,-,-,-,-,-,-,-,-
LCNB,LCNB Corp.,248.03M,0.88,5.04%,53.99%,-,Quarterly,-,26,2.38%,3.53%
RAIL,"FreightCar America, Inc.",247.84M,0,-,-,-,-,-,-,-,-
HNST,"The Honest Company, Inc.",247.06M,0,-,-,-,-,-,1,-,-
MNTK,"Montauk Renewables, Inc.",246.82M,0,-,-,-,-,-,1,-,-
RCKY,"Rocky Brands, Inc.",246.54M,0.62,1.88%,22.63%,-,Quarterly,-,13,-,2.06%
ATLO,Ames National Corporation,246.49M,0.80,2.89%,37.40%,-20.79%,Quarterly,-,28,-9.52%,-4.36%
NKSH,"National Bankshares, Inc.",246.20M,1.51,3.90%,60.68%,-,Semi-Annual,-,31,-15.47%,1.24%
SSSS,SuRo Capital Corp.,245.41M,1.00,10.24%,19.18%,-,Semi-Annual,1,1,25.99%,-14.90%
DOUG,Douglas Elliman Inc.,245.14M,0,-,-,-,-,-,-,-,-
NERV,"Minerva Neurosciences, Inc.",244.50M,0,-,-,-,-,-,1,-,-
BPRN,"Princeton Bancorp, Inc.",244.32M,1.40,3.88%,47.97%,8.33%,Quarterly,1,9,7.38%,25.35%
MKLY,McKinley Acquisition Corporation,244.30M,0,-,-,-,-,-,1,-,-
RMAX,"RE/MAX Holdings, Inc.",243.64M,0,-,-,-,-,-,-,-,0.67%
COPL,Copley Acquisition Corp,243.22M,0,-,-,-,-,-,-,-,-
OPRT,Oportun Financial Corporation,242.71M,0,-,-,-,-,-,1,-,-
SCII,SC II Acquisition Corp.,241.01M,0,-,-,-,-,-,1,-,-
GTER,Globa Terra Acquisition Corporation,240.83M,0,-,-,-,-,-,1,-,-
GTER.A,Globa Terra Acquisition Corporation,240.83M,0,-,-,-,-,-,1,-,-
HWBK,"Hawthorn Bancshares, Inc.",240.80M,0.84,2.41%,23.62%,6.58%,Quarterly,14,27,7.40%,12.75%
MKTW,"MarketWise, Inc.",240.71M,0.80,5.33%,74.46%,137.50%,Quarterly,1,3,-,-
FINW,FinWise Bancorp,240.07M,0,-,-,-,-,-,1,-,-
CMRC,"Commerce.com, Inc.",239.73M,0,-,-,-,-,-,1,-,-
MCGA,Yorkville Acquisition Corp.,239.35M,0,-,-,-,-,-,1,-,-
